,ID,headline,url,publisher,date,stock
893073,897631,"Lights, Camera, And Production Space–How Hollywood Real Estate Is Developing (And What it Means for Investors)",https://www.benzinga.com/fintech/19/10/14690849/lights-camera-and-production-space-how-hollywood-real-estate-is-developing-and-what-it-means-for-inv,Holly Huber - CrowdStreet,,NFLX
893557,898115,What Cannabis Retailers Can Learn From Marie Kondo,https://www.benzinga.com/markets/cannabis/19/03/13355718/what-cannabis-retailers-can-learn-from-marie-kondo,Ryan Smith,,NFLX
893928,898486,This Chart Shows Why Netflix Is Primed For A Tumble,https://www.benzinga.com/trading-ideas/short-ideas/18/09/12317834/this-chart-shows-why-netflix-is-primed-for-a-tumble,vic@forextraininggroup.com,,NFLX
893962,898520,Netflix's Race Against Time,https://www.benzinga.com/18/08/12219644/netflixs-race-against-time,official@stockmetrix.net,,NFLX
906859,911541,"Secrets Behind Huawei's Hongmeng OS: Anchored In Nokia, Beating Android",https://www.benzinga.com/news/19/08/14202803/secrets-behind-huaweis-hongmeng-os-anchored-in-nokia-beating-android,Alpha Works,,NOK
909608,914313,Interactive Buyside Community Rates NOV a BUY with $102 Target,https://www.benzinga.com/markets/13/08/3808430/interactive-buyside-community-rates-nov-a-buy-with-102-target,Interactive Buyside,,NOV
909829,914534,NOV Play for Consideration,https://www.benzinga.com/trading-ideas/technicals/10/11/633719/nov-play-for-consideration,AnneMarieTrades,,NOV
937823,942614,Power Breakfast with Former Car Czar Steve Rattner,https://www.benzinga.com/general/10/10/508747/power-breakfast-with-former-car-czar-steve-rattner,Doron Levin,,NYT
938734,943526,"Top 10 Ideas for the Week of September 20, 2010",https://www.benzinga.com/10/09/481125/top-10-ideas-for-the-week-of-september-20-2010,Greg W. Harmon,,OB
945756,950566,"TradingPub Daily Report, October 26",https://www.benzinga.com/markets/11/10/2015358/tradingpub-daily-report-october-26,TradingPub,,OIH
956976,961812,15 Big Data Companies to Watch,https://www.benzinga.com/markets/13/09/3915184/15-big-data-companies-to-watch,summers s,,ORCL
961666,966535,City Of Denver To Pilot Blockchain Voting App In Coming Elections,https://www.benzinga.com/government/19/03/13369419/city-of-denver-to-pilot-blockchain-voting-app-in-coming-elections,coindesk,,OSTK
968184,973081,The Biggest Misconception About Apple,https://www.benzinga.com/trading-ideas/long-ideas/15/02/5189115/the-biggest-misconception-about-apple,FindTheBest,,P
987981,992939,"After Price Wars And A Pandemic, What's Next For U.S. Shale?",https://www.benzinga.com/government/20/04/15843061/after-price-wars-and-a-pandemic-whats-next-for-u-s-shale,CME Group,,PE
999156,1004149,11 Company Pitches From Benzinga's Cannabis Capital Conference,https://www.benzinga.com/markets/cannabis/19/01/13006103/11-company-pitches-from-benzingas-cannabis-capital-conference,Rachelle Gordon,,PG
999197,1004190,"Macquarie Maintains Outperform on Procter & Gamble, Raises Price Target to $92",https://www.benzinga.com/news/18/10/12542191/macquarie-maintains-outperform-on-procter-gamble-raises-price-target-to-92,jennifer25anthony@gmail.com,,PG
1002991,1007990,Why You Should Keep An Eye On Novagant,https://www.benzinga.com/14/05/4569218/why-you-should-keep-an-eye-on-novagant,cyrus21,,PHG
1015248,1020291,Can Elizabeth Warren Save Us From Ourselves?,https://www.benzinga.com/life/politics/10/10/527769/can-elizabeth-warren-save-us-from-ourselves,Stan Blacker,,PNC
1022493,1027556,"SEO Company PageTraffic Opens New Office in London, Expands in Chicago",https://www.benzinga.com/markets/11/03/934670/seo-company-pagetraffic-opens-new-office-in-london-expands-in-chicago,pagetraffic,,PPC
1047540,1052734,The State Of U.S. Listed China Based Companies Going Private,https://www.benzinga.com/opinion/15/06/5608043/the-state-of-u-s-listed-china-based-companies-going-private,GeoInvesting,,QIHU
